Resumen;Class
As a CONNECT product owner I need issues related to the HIEM service be fixed and CONNECT be compliant with the NwHIN specifications so that any CONNECT adopter can use the HIEM service if needed. ;1
As a CONNECT product owner, I need to test CONNECT 3.3.1.3 against the alpha test cases using the DIL test system so that feedback can be provided to the CTB on usage of the DIL and product team gains familiarity with the DIL;1
As a CONNECT product owner, I want security risk assessment performed for 4.0, so that CONNECT 4.0 adopters can use the report to help them with their C&A needs;1
As a CONNECT product owner, I want the program team to organize and hold a User Group meeting so that the product team can engage with the user community and receive feedback on the product and/or needs of the users;1
As a CONNECT product owner, I want to complete documentation for 4.2 so that the community understands the features and artifacts for the release;1
As a CONNECT product owner, I would like to release 4.2 to the community so they can take advantage of the new features and improvements contained in this release;1
As a CONNECT product owner/adopter, I want to complete the pre-requisities for pilot testing i.e. pre-test setup and responding smoke tests so that we can proceed with pilot testing ;1
As a CONNECT product owner/adopter, I want to execute smoke tests(initiating) so that we can proceed with pilot testing ;1
As a CONNECT product owner/adopter, I want to execute the assigned pilot test cases that the team was asked to focus on first so that we can complete pilot testing ;1
As a CONNECT QA analyst, I need to document the test plan for Direct so that I can detail out how the Direct capability will be tested and validated;1
As a CONNECT system administrator, I want documentation on PKI in CONNECT so that I have a reference for certificate setup and troubleshooting;1
As a CONNECT system administrator, I want to have the ability to view and update gateway configuration files, via a simple GUI interface, so that it is easier for me to manage my gateway instance;1
As a CONNECT team member, I want to continually improve our SDLC processes so that we can track, report on, and map artifacts such as requirements, bug fixes, and pull requests.;1
As a CONNECT team member, I want to demonstrate CONNECT FHIR Fusion adapters to agency teams;1
As a CONNECT tester I would like to move all interop testing from the pdc to the gfe so that I can improve the testing process;1
As a CONNECT tester, I want the regression test ready to run at regular intervals in the CI environment;1
AS a CONNECT tester, I want to improve coverage of the regression test suite, so that I can ensure that changes to the code are adequately covered by regression tests.;1
As a CONNECT tester, I would like to have a thorough set of regression tests for Doc Query, so that I can have proper test coverage;1
As a CONNECT tester, I would like to have a thorough set of regression tests for Document Retrieve, so that I can have proper test coverage;1
As a CONNECT tester, I would like to have a thorough set of regression tests for Patient Discovery, so that I can have proper test coverage;1
As a CONNECT Testing, I want to understand how to test Direct from a regression perspective.;1
As a CONNECT user I need CONNECT to integrate with and support the DIRECT Project specifications;1
As a CONNECT user I need the Aggregator Timeout to be configurable;1
As a CONNECT user I need the CONNECT Gateway will support both secure and unsecure inbound ports for inbound traffic for increased implementation flexibility, such as using a security appliance in my installation.(CLONE of GW858);1
As a CONNECT user I need the specifications page updated on connectopensource.org wiki so that I am informed of the specifications and versions that CONNECT 4.0 supports along with backward compatibilility for the product;1
As a CONNECT user I need the support of a User Interface into the CONNECT log files for searches and presentation to more efficient and streamlined support (User Story: EST011);1
As a CONNECT user I need to poll and log the MDN notifications received so that I can use that information to determine whether my Direct message was successfully processed by the Receiving STA.;1
